nama_variabel;nama_variabel_turunan;nama_tahun;nama_turunan_tahun;data_content;nama_item_vertical_variabel
"Angka Partisipasi Sekolah ( A P S );7-12;2013;Tahun;98.81;""SUMATERA BARAT"""
Angka Partisipasi Sekolah ( A P S );7-12;2013;Tahun;98.59;RIAU
Angka Partisipasi Sekolah ( A P S );7-12;2013;Tahun;98.81;JAMBI
"Angka Partisipasi Sekolah ( A P S );7-12;2013;Tahun;98.57;""SUMATERA SELATAN"""
Angka Partisipasi Sekolah ( A P S );7-12;2013;Tahun;99.5;BENGKULU
Angka Partisipasi Sekolah ( A P S );7-12;2013;Tahun;99.03;LAMPUNG
"Angka Partisipasi Sekolah ( A P S );7-12;2013;Tahun;98.13;""KEP. BANGKA BELITUNG"""
"Angka Partisipasi Sekolah ( A P S );7-12;2013;Tahun;98.63;""KEP. RIAU"""
"Angka Partisipasi Sekolah ( A P S );7-12;2013;Tahun;99.4;""DKI JAKARTA"""
"Angka Partisipasi Sekolah ( A P S );7-12;2013;Tahun;98.85;""JAWA BARAT"""
"Angka Partisipasi Sekolah ( A P S );7-12;2013;Tahun;99.28;""JAWA TENGAH"""
"Angka Partisipasi Sekolah ( A P S );7-12;2013;Tahun;99.96;""DI YOGYAKARTA"""
"Angka Partisipasi Sekolah ( A P S );7-12;2013;Tahun;99.05;""JAWA TIMUR"""
Angka Partisipasi Sekolah ( A P S );7-12;2013;Tahun;98.6;BANTEN
Angka Partisipasi Sekolah ( A P S );7-12;2013;Tahun;99.26;BALI
"Angka Partisipasi Sekolah ( A P S );7-12;2013;Tahun;98.2;""NUSA TENGGARA BARAT"""
"Angka Partisipasi Sekolah ( A P S );7-12;2013;Tahun;97.34;""NUSA TENGGARA TIMUR"""
"Angka Partisipasi Sekolah ( A P S );7-12;2013;Tahun;96.91;""KALIMANTAN BARAT"""
"Angka Partisipasi Sekolah ( A P S );7-12;2013;Tahun;99.05;""KALIMANTAN TENGAH"""
"Angka Partisipasi Sekolah ( A P S );7-12;2013;Tahun;98.76;""KALIMANTAN SELATAN"""
"Angka Partisipasi Sekolah ( A P S );7-12;2013;Tahun;99.46;""KALIMANTAN TIMUR"""
"Angka Partisipasi Sekolah ( A P S );7-12;2013;Tahun;-;""KALIMANTAN UTARA"""
"Angka Partisipasi Sekolah ( A P S );7-12;2013;Tahun;98.92;""SULAWESI UTARA"""
"Angka Partisipasi Sekolah ( A P S );7-12;2013;Tahun;97.7;""SULAWESI TENGAH"""
"Angka Partisipasi Sekolah ( A P S );7-12;2013;Tahun;98.24;""SULAWESI SELATAN"""
"Angka Partisipasi Sekolah ( A P S );7-12;2013;Tahun;98;""SULAWESI TENGGARA"""
Angka Partisipasi Sekolah ( A P S );7-12;2013;Tahun;97.9;GORONTALO
"Angka Partisipasi Sekolah ( A P S );7-12;2013;Tahun;95.2;""SULAWESI BARAT"""
Angka Partisipasi Sekolah ( A P S );7-12;2013;Tahun;98.79;MALUKU
"Angka Partisipasi Sekolah ( A P S );7-12;2013;Tahun;98.02;""MALUKU UTARA"""
"Angka Partisipasi Sekolah ( A P S );7-12;2013;Tahun;95.59;""PAPUA BARAT"""
Angka Partisipasi Sekolah ( A P S );7-12;2013;Tahun;75.23;PAPUA
Angka Partisipasi Sekolah ( A P S );7-12;2013;Tahun;98.42;INDONESIA
Angka Partisipasi Sekolah ( A P S );13-15;2013;Tahun;95.23;ACEH
"Angka Partisipasi Sekolah ( A P S );13-15;2013;Tahun;92.11;""SUMATERA UTARA"""
"Angka Partisipasi Sekolah ( A P S );13-15;2013;Tahun;92.2;""SUMATERA BARAT"""
Angka Partisipasi Sekolah ( A P S );13-15;2013;Tahun;90.35;RIAU
Angka Partisipasi Sekolah ( A P S );13-15;2013;Tahun;91.96;JAMBI
"Angka Partisipasi Sekolah ( A P S );13-15;2013;Tahun;89.47;""SUMATERA SELATAN"""
Angka Partisipasi Sekolah ( A P S );13-15;2013;Tahun;93.16;BENGKULU
Angka Partisipasi Sekolah ( A P S );13-15;2013;Tahun;91.06;LAMPUNG
"Angka Partisipasi Sekolah ( A P S );13-15;2013;Tahun;84.63;""KEP. BANGKA BELITUNG"""
"Angka Partisipasi Sekolah ( A P S );13-15;2013;Tahun;96.67;""KEP. RIAU"""
"Angka Partisipasi Sekolah ( A P S );13-15;2013;Tahun;95.47;""DKI JAKARTA"""
"Angka Partisipasi Sekolah ( A P S );13-15;2013;Tahun;89.4;""JAWA BARAT"""
"Angka Partisipasi Sekolah ( A P S );13-15;2013;Tahun;90.73;""JAWA TENGAH"""
"Angka Partisipasi Sekolah ( A P S );13-15;2013;Tahun;96.79;""DI YOGYAKARTA"""
"Angka Partisipasi Sekolah ( A P S );13-15;2013;Tahun;92.83;""JAWA TIMUR"""
Angka Partisipasi Sekolah ( A P S );13-15;2013;Tahun;91.32;BANTEN
Angka Partisipasi Sekolah ( A P S );13-15;2013;Tahun;95.9;BALI
"Angka Partisipasi Sekolah ( A P S );13-15;2013;Tahun;92.23;""NUSA TENGGARA BARAT"""
"Angka Partisipasi Sekolah ( A P S );13-15;2013;Tahun;89.43;""NUSA TENGGARA TIMUR"""
"Angka Partisipasi Sekolah ( A P S );13-15;2013;Tahun;85.94;""KALIMANTAN BARAT"""
"Angka Partisipasi Sekolah ( A P S );13-15;2013;Tahun;86.14;""KALIMANTAN TENGAH"""
"Angka Partisipasi Sekolah ( A P S );13-15;2013;Tahun;86.6;""KALIMANTAN SELATAN"""
"Angka Partisipasi Sekolah ( A P S );13-15;2013;Tahun;96.49;""KALIMANTAN TIMUR"""
"Angka Partisipasi Sekolah ( A P S );13-15;2013;Tahun;-;""KALIMANTAN UTARA"""
"Angka Partisipasi Sekolah ( A P S );13-15;2013;Tahun;90.48;""SULAWESI UTARA"""
"Angka Partisipasi Sekolah ( A P S );13-15;2013;Tahun;87.49;""SULAWESI TENGAH"""
"Angka Partisipasi Sekolah ( A P S );13-15;2013;Tahun;89.66;""SULAWESI SELATAN"""
"Angka Partisipasi Sekolah ( A P S );13-15;2013;Tahun;89.12;""SULAWESI TENGGARA"""
Angka Partisipasi Sekolah ( A P S );13-15;2013;Tahun;86.23;GORONTALO
"Angka Partisipasi Sekolah ( A P S );13-15;2013;Tahun;84.55;""SULAWESI BARAT"""
Angka Partisipasi Sekolah ( A P S );13-15;2013;Tahun;94.44;MALUKU
"Angka Partisipasi Sekolah ( A P S );13-15;2013;Tahun;93.4;""MALUKU UTARA"""
"Angka Partisipasi Sekolah ( A P S );13-15;2013;Tahun;92.94;""PAPUA BARAT"""
Angka Partisipasi Sekolah ( A P S );13-15;2013;Tahun;72.64;PAPUA
Angka Partisipasi Sekolah ( A P S );13-15;2013;Tahun;90.81;INDONESIA
Angka Partisipasi Sekolah ( A P S );16-18;2013;Tahun;74.7;ACEH
"Angka Partisipasi Sekolah ( A P S );16-18;2013;Tahun;71.24;""SUMATERA UTARA"""
"Angka Partisipasi Sekolah ( A P S );16-18;2013;Tahun;74.1;""SUMATERA BARAT"""
Angka Partisipasi Sekolah ( A P S );16-18;2013;Tahun;69.79;RIAU
Angka Partisipasi Sekolah ( A P S );16-18;2013;Tahun;63.97;JAMBI
"Angka Partisipasi Sekolah ( A P S );16-18;2013;Tahun;60.74;""SUMATERA SELATAN"""
Angka Partisipasi Sekolah ( A P S );16-18;2013;Tahun;71.21;BENGKULU
Angka Partisipasi Sekolah ( A P S );16-18;2013;Tahun;64.41;LAMPUNG
"Angka Partisipasi Sekolah ( A P S );16-18;2013;Tahun;56.42;""KEP. BANGKA BELITUNG"""
"Angka Partisipasi Sekolah ( A P S );16-18;2013;Tahun;73.66;""KEP. RIAU"""
"Angka Partisipasi Sekolah ( A P S );16-18;2013;Tahun;66.09;""DKI JAKARTA"""
"Angka Partisipasi Sekolah ( A P S );16-18;2013;Tahun;59.98;""JAWA BARAT"""
"Angka Partisipasi Sekolah ( A P S );16-18;2013;Tahun;59.88;""JAWA TENGAH"""
"Angka Partisipasi Sekolah ( A P S );16-18;2013;Tahun;81.41;""DI YOGYAKARTA"""
"Angka Partisipasi Sekolah ( A P S );16-18;2013;Tahun;62.32;""JAWA TIMUR"""
Angka Partisipasi Sekolah ( A P S );16-18;2013;Tahun;62.89;BANTEN
Angka Partisipasi Sekolah ( A P S );16-18;2013;Tahun;74.03;BALI
"Angka Partisipasi Sekolah ( A P S );16-18;2013;Tahun;66.4;""NUSA TENGGARA BARAT"""
"Angka Partisipasi Sekolah ( A P S );16-18;2013;Tahun;64.81;""NUSA TENGGARA TIMUR"""
"Angka Partisipasi Sekolah ( A P S );16-18;2013;Tahun;58.8;""KALIMANTAN BARAT"""
"Angka Partisipasi Sekolah ( A P S );16-18;2013;Tahun;59.18;""KALIMANTAN TENGAH"""
"Angka Partisipasi Sekolah ( A P S );16-18;2013;Tahun;60.19;""KALIMANTAN SELATAN"""
"Angka Partisipasi Sekolah ( A P S );16-18;2013;Tahun;73.92;""KALIMANTAN TIMUR"""
"Angka Partisipasi Sekolah ( A P S );16-18;2013;Tahun;-;""KALIMANTAN UTARA"""
"Angka Partisipasi Sekolah ( A P S );16-18;2013;Tahun;66.88;""SULAWESI UTARA"""
"Angka Partisipasi Sekolah ( A P S );16-18;2013;Tahun;66.12;""SULAWESI TENGAH"""
"Angka Partisipasi Sekolah ( A P S );16-18;2013;Tahun;62.67;""SULAWESI SELATAN"""
"Angka Partisipasi Sekolah ( A P S );16-18;2013;Tahun;65.84;""SULAWESI TENGGARA"""
Angka Partisipasi Sekolah ( A P S );16-18;2013;Tahun;59.91;GORONTALO
"Angka Partisipasi Sekolah ( A P S );16-18;2013;Tahun;59.62;""SULAWESI BARAT"""
Angka Partisipasi Sekolah ( A P S );16-18;2013;Tahun;70.28;MALUKU
"Angka Partisipasi Sekolah ( A P S );16-18;2013;Tahun;69.04;""MALUKU UTARA"""
"Angka Partisipasi Sekolah ( A P S );16-18;2013;Tahun;71.89;""PAPUA BARAT"""
Angka Partisipasi Sekolah ( A P S );16-18;2013;Tahun;53.19;PAPUA
Angka Partisipasi Sekolah ( A P S );16-18;2013;Tahun;63.84;INDONESIA
Angka Partisipasi Sekolah ( A P S );19-24;2013;Tahun;29.18;ACEH
"Angka Partisipasi Sekolah ( A P S );19-24;2013;Tahun;21.81;""SUMATERA UTARA"""
"Angka Partisipasi Sekolah ( A P S );19-24;2013;Tahun;30.66;""SUMATERA BARAT"""
Angka Partisipasi Sekolah ( A P S );19-24;2013;Tahun;22.04;RIAU
Angka Partisipasi Sekolah ( A P S );19-24;2013;Tahun;20.25;JAMBI
"Angka Partisipasi Sekolah ( A P S );19-24;2013;Tahun;14.08;""SUMATERA SELATAN"""
Angka Partisipasi Sekolah ( A P S );19-24;2013;Tahun;24.12;BENGKULU
Angka Partisipasi Sekolah ( A P S );19-24;2013;Tahun;16.19;LAMPUNG
"Angka Partisipasi Sekolah ( A P S );19-24;2013;Tahun;9.46;""KEP. BANGKA BELITUNG"""
"Angka Partisipasi Sekolah ( A P S );19-24;2013;Tahun;14.85;""KEP. RIAU"""
"Angka Partisipasi Sekolah ( A P S );19-24;2013;Tahun;19.65;""DKI JAKARTA"""
"Angka Partisipasi Sekolah ( A P S );19-24;2013;Tahun;17.34;""JAWA BARAT"""
"Angka Partisipasi Sekolah ( A P S );19-24;2013;Tahun;17.42;""JAWA TENGAH"""
"Angka Partisipasi Sekolah ( A P S );19-24;2013;Tahun;45.86;""DI YOGYAKARTA"""
"Angka Partisipasi Sekolah ( A P S );19-24;2013;Tahun;19.49;""JAWA TIMUR"""
Angka Partisipasi Sekolah ( A P S );19-24;2013;Tahun;18.08;BANTEN
Angka Partisipasi Sekolah ( A P S );19-24;2013;Tahun;19.84;BALI
"Angka Partisipasi Sekolah ( A P S );19-24;2013;Tahun;22.64;""NUSA TENGGARA BARAT"""
"Angka Partisipasi Sekolah ( A P S );19-24;2013;Tahun;22.88;""NUSA TENGGARA TIMUR"""
"Angka Partisipasi Sekolah ( A P S );19-24;2013;Tahun;19.27;""KALIMANTAN BARAT"""
"Angka Partisipasi Sekolah ( A P S );19-24;2013;Tahun;19.89;""KALIMANTAN TENGAH"""
"Angka Partisipasi Sekolah ( A P S );19-24;2013;Tahun;16.95;""KALIMANTAN SELATAN"""
"Angka Partisipasi Sekolah ( A P S );19-24;2013;Tahun;25.04;""KALIMANTAN TIMUR"""
"Angka Partisipasi Sekolah ( A P S );19-24;2013;Tahun;-;""KALIMANTAN UTARA"""
"Angka Partisipasi Sekolah ( A P S );19-24;2013;Tahun;16.36;""SULAWESI UTARA"""
"Angka Partisipasi Sekolah ( A P S );19-24;2013;Tahun;21.76;""SULAWESI TENGAH"""
"Angka Partisipasi Sekolah ( A P S );19-24;2013;Tahun;27.8;""SULAWESI SELATAN"""
"Angka Partisipasi Sekolah ( A P S );19-24;2013;Tahun;24;""SULAWESI TENGGARA"""
Angka Partisipasi Sekolah ( A P S );19-24;2013;Tahun;23.27;GORONTALO
"Angka Partisipasi Sekolah ( A P S );19-24;2013;Tahun;18.04;""SULAWESI BARAT"""
Angka Partisipasi Sekolah ( A P S );19-24;2013;Tahun;33.8;MALUKU
"Angka Partisipasi Sekolah ( A P S );19-24;2013;Tahun;26.42;""MALUKU UTARA"""
"Angka Partisipasi Sekolah ( A P S );19-24;2013;Tahun;24.1;""PAPUA BARAT"""
Angka Partisipasi Sekolah ( A P S );19-24;2013;Tahun;17.5;PAPUA
Angka Partisipasi Sekolah ( A P S );19-24;2013;Tahun;20.14;INDONESIA
Angka Partisipasi Sekolah ( A P S );7-12;2014;Tahun;99.84;ACEH
"Angka Partisipasi Sekolah ( A P S );7-12;2014;Tahun;99.26;""SUMATERA UTARA"""
"Angka Partisipasi Sekolah ( A P S );7-12;2014;Tahun;99.27;""SUMATERA BARAT"""
Angka Partisipasi Sekolah ( A P S );7-12;2014;Tahun;98.67;RIAU
Angka Partisipasi Sekolah ( A P S );7-12;2014;Tahun;99.46;JAMBI
"Angka Partisipasi Sekolah ( A P S );7-12;2014;Tahun;99.47;""SUMATERA SELATAN"""
Angka Partisipasi Sekolah ( A P S );7-12;2014;Tahun;99.45;BENGKULU
Angka Partisipasi Sekolah ( A P S );7-12;2014;Tahun;99.56;LAMPUNG
"Angka Partisipasi Sekolah ( A P S );7-12;2014;Tahun;99.16;""KEP. BANGKA BELITUNG"""
"Angka Partisipasi Sekolah ( A P S );7-12;2014;Tahun;99.12;""KEP. RIAU"""
"Angka Partisipasi Sekolah ( A P S );7-12;2014;Tahun;99.47;""DKI JAKARTA"""
"Angka Partisipasi Sekolah ( A P S );7-12;2014;Tahun;99.3;""JAWA BARAT"""
"Angka Partisipasi Sekolah ( A P S );7-12;2014;Tahun;99.51;""JAWA TENGAH"""
"Angka Partisipasi Sekolah ( A P S );7-12;2014;Tahun;99.94;""DI YOGYAKARTA"""
"Angka Partisipasi Sekolah ( A P S );7-12;2014;Tahun;99.38;""JAWA TIMUR"""
Angka Partisipasi Sekolah ( A P S );7-12;2014;Tahun;99.29;BANTEN
Angka Partisipasi Sekolah ( A P S );7-12;2014;Tahun;99.36;BALI
"Angka Partisipasi Sekolah ( A P S );7-12;2014;Tahun;99.11;""NUSA TENGGARA BARAT"""
"Angka Partisipasi Sekolah ( A P S );7-12;2014;Tahun;97.99;""NUSA TENGGARA TIMUR"""
"Angka Partisipasi Sekolah ( A P S );7-12;2014;Tahun;98.18;""KALIMANTAN BARAT"""
"Angka Partisipasi Sekolah ( A P S );7-12;2014;Tahun;99.46;""KALIMANTAN TENGAH"""
"Angka Partisipasi Sekolah ( A P S );7-12;2014;Tahun;99.24;""KALIMANTAN SELATAN"""
"Angka Partisipasi Sekolah ( A P S );7-12;2014;Tahun;99.35;""KALIMANTAN TIMUR"""
"Angka Partisipasi Sekolah ( A P S );7-12;2014;Tahun;-;""KALIMANTAN UTARA"""
"Angka Partisipasi Sekolah ( A P S );7-12;2014;Tahun;98.95;""SULAWESI UTARA"""
"Angka Partisipasi Sekolah ( A P S );7-12;2014;Tahun;97.71;""SULAWESI TENGAH"""
"Angka Partisipasi Sekolah ( A P S );7-12;2014;Tahun;98.91;""SULAWESI SELATAN"""
"Angka Partisipasi Sekolah ( A P S );7-12;2014;Tahun;99.11;""SULAWESI TENGGARA"""
Angka Partisipasi Sekolah ( A P S );7-12;2014;Tahun;98.4;GORONTALO
"Angka Partisipasi Sekolah ( A P S );7-12;2014;Tahun;97.91;""SULAWESI BARAT"""
Angka Partisipasi Sekolah ( A P S );7-12;2014;Tahun;99.19;MALUKU
"Angka Partisipasi Sekolah ( A P S );7-12;2014;Tahun;98.89;""MALUKU UTARA"""
"Angka Partisipasi Sekolah ( A P S );7-12;2014;Tahun;96.65;""PAPUA BARAT"""
Angka Partisipasi Sekolah ( A P S );7-12;2014;Tahun;80.69;PAPUA
Angka Partisipasi Sekolah ( A P S );7-12;2014;Tahun;98.92;INDONESIA
Angka Partisipasi Sekolah ( A P S );13-15;2014;Tahun;97.38;ACEH
"Angka Partisipasi Sekolah ( A P S );13-15;2014;Tahun;96.06;""SUMATERA UTARA"""
"Angka Partisipasi Sekolah ( A P S );13-15;2014;Tahun;95.84;""SUMATERA BARAT"""
Angka Partisipasi Sekolah ( A P S );13-15;2014;Tahun;94.36;RIAU
Angka Partisipasi Sekolah ( A P S );13-15;2014;Tahun;94.88;JAMBI
"Angka Partisipasi Sekolah ( A P S );13-15;2014;Tahun;93.36;""SUMATERA SELATAN"""
Angka Partisipasi Sekolah ( A P S );13-15;2014;Tahun;96.71;BENGKULU
Angka Partisipasi Sekolah ( A P S );13-15;2014;Tahun;94.01;LAMPUNG
"Angka Partisipasi Sekolah ( A P S );13-15;2014;Tahun;91.53;""KEP. BANGKA BELITUNG"""
"Angka Partisipasi Sekolah ( A P S );13-15;2014;Tahun;98.56;""KEP. RIAU"""
"Angka Partisipasi Sekolah ( A P S );13-15;2014;Tahun;96.69;""DKI JAKARTA"""
"Angka Partisipasi Sekolah ( A P S );13-15;2014;Tahun;92.84;""JAWA BARAT"""
"Angka Partisipasi Sekolah ( A P S );13-15;2014;Tahun;94.85;""JAWA TENGAH"""
"Angka Partisipasi Sekolah ( A P S );13-15;2014;Tahun;99.48;""DI YOGYAKARTA"""
"Angka Partisipasi Sekolah ( A P S );13-15;2014;Tahun;96.36;""JAWA TIMUR"""
Angka Partisipasi Sekolah ( A P S );13-15;2014;Tahun;94.87;BANTEN
Angka Partisipasi Sekolah ( A P S );13-15;2014;Tahun;97.23;BALI
"Angka Partisipasi Sekolah ( A P S );13-15;2014;Tahun;97.27;""NUSA TENGGARA BARAT"""
"Angka Partisipasi Sekolah ( A P S );13-15;2014;Tahun;94.26;""NUSA TENGGARA TIMUR"""
"Angka Partisipasi Sekolah ( A P S );13-15;2014;Tahun;91.76;""KALIMANTAN BARAT"""
"Angka Partisipasi Sekolah ( A P S );13-15;2014;Tahun;92.94;""KALIMANTAN TENGAH"""
"Angka Partisipasi Sekolah ( A P S );13-15;2014;Tahun;91.83;""KALIMANTAN SELATAN"""
"Angka Partisipasi Sekolah ( A P S );13-15;2014;Tahun;97.89;""KALIMANTAN TIMUR"""
"Angka Partisipasi Sekolah ( A P S );13-15;2014;Tahun;-;""KALIMANTAN UTARA"""
"Angka Partisipasi Sekolah ( A P S );13-15;2014;Tahun;94.34;""SULAWESI UTARA"""
"Angka Partisipasi Sekolah ( A P S );13-15;2014;Tahun;91.23;""SULAWESI TENGAH"""
"Angka Partisipasi Sekolah ( A P S );13-15;2014;Tahun;92.57;""SULAWESI SELATAN"""
"Angka Partisipasi Sekolah ( A P S );13-15;2014;Tahun;93.53;""SULAWESI TENGGARA"""
Angka Partisipasi Sekolah ( A P S );13-15;2014;Tahun;90.47;GORONTALO
"Angka Partisipasi Sekolah ( A P S );13-15;2014;Tahun;89.26;""SULAWESI BARAT"""
Angka Partisipasi Sekolah ( A P S );13-15;2014;Tahun;96.35;MALUKU
"Angka Partisipasi Sekolah ( A P S );13-15;2014;Tahun;96.24;""MALUKU UTARA"""
"Angka Partisipasi Sekolah ( A P S );13-15;2014;Tahun;96.28;""PAPUA BARAT"""
Angka Partisipasi Sekolah ( A P S );13-15;2014;Tahun;78.07;PAPUA
Angka Partisipasi Sekolah ( A P S );13-15;2014;Tahun;94.44;INDONESIA
Angka Partisipasi Sekolah ( A P S );16-18;2014;Tahun;80.89;ACEH
"Angka Partisipasi Sekolah ( A P S );16-18;2014;Tahun;75.78;""SUMATERA UTARA"""
"Angka Partisipasi Sekolah ( A P S );16-18;2014;Tahun;81.97;""SUMATERA BARAT"""
Angka Partisipasi Sekolah ( A P S );16-18;2014;Tahun;75.3;RIAU
Angka Partisipasi Sekolah ( A P S );16-18;2014;Tahun;70.41;JAMBI
"Angka Partisipasi Sekolah ( A P S );16-18;2014;Tahun;67.84;""SUMATERA SELATAN"""
Angka Partisipasi Sekolah ( A P S );16-18;2014;Tahun;77.92;BENGKULU
Angka Partisipasi Sekolah ( A P S );16-18;2014;Tahun;68.75;LAMPUNG
"Angka Partisipasi Sekolah ( A P S );16-18;2014;Tahun;65.78;""KEP. BANGKA BELITUNG"""
"Angka Partisipasi Sekolah ( A P S );16-18;2014;Tahun;81.57;""KEP. RIAU"""
"Angka Partisipasi Sekolah ( A P S );16-18;2014;Tahun;70.23;""DKI JAKARTA"""
"Angka Partisipasi Sekolah ( A P S );16-18;2014;Tahun;65.48;""JAWA BARAT"""
"Angka Partisipasi Sekolah ( A P S );16-18;2014;Tahun;67.54;""JAWA TENGAH"""
"Angka Partisipasi Sekolah ( A P S );16-18;2014;Tahun;86.44;""DI YOGYAKARTA"""
"Angka Partisipasi Sekolah ( A P S );16-18;2014;Tahun;70.25;""JAWA TIMUR"""
Angka Partisipasi Sekolah ( A P S );16-18;2014;Tahun;66.25;BANTEN
Angka Partisipasi Sekolah ( A P S );16-18;2014;Tahun;81.59;BALI
"Angka Partisipasi Sekolah ( A P S );16-18;2014;Tahun;75.68;""NUSA TENGGARA BARAT"""
"Angka Partisipasi Sekolah ( A P S );16-18;2014;Tahun;73.96;""NUSA TENGGARA TIMUR"""
"Angka Partisipasi Sekolah ( A P S );16-18;2014;Tahun;66.48;""KALIMANTAN BARAT"""
"Angka Partisipasi Sekolah ( A P S );16-18;2014;Tahun;65.84;""KALIMANTAN TENGAH"""
"Angka Partisipasi Sekolah ( A P S );16-18;2014;Tahun;67.18;""KALIMANTAN SELATAN"""
"Angka Partisipasi Sekolah ( A P S );16-18;2014;Tahun;80.5;""KALIMANTAN TIMUR"""
"Angka Partisipasi Sekolah ( A P S );16-18;2014;Tahun;-;""KALIMANTAN UTARA"""
"Angka Partisipasi Sekolah ( A P S );16-18;2014;Tahun;71.98;""SULAWESI UTARA"""
"Angka Partisipasi Sekolah ( A P S );16-18;2014;Tahun;73.64;""SULAWESI TENGAH"""
"Angka Partisipasi Sekolah ( A P S );16-18;2014;Tahun;69.38;""SULAWESI SELATAN"""
"Angka Partisipasi Sekolah ( A P S );16-18;2014;Tahun;72.25;""SULAWESI TENGGARA"""
Angka Partisipasi Sekolah ( A P S );16-18;2014;Tahun;68.69;GORONTALO
"Angka Partisipasi Sekolah ( A P S );16-18;2014;Tahun;66.97;""SULAWESI BARAT"""
Angka Partisipasi Sekolah ( A P S );16-18;2014;Tahun;77.48;MALUKU
"Angka Partisipasi Sekolah ( A P S );16-18;2014;Tahun;74.83;""MALUKU UTARA"""
"Angka Partisipasi Sekolah ( A P S );16-18;2014;Tahun;79.87;""PAPUA BARAT"""
Angka Partisipasi Sekolah ( A P S );16-18;2014;Tahun;61.63;PAPUA
Angka Partisipasi Sekolah ( A P S );16-18;2014;Tahun;70.31;INDONESIA
Angka Partisipasi Sekolah ( A P S );19-24;2014;Tahun;32.93;ACEH
"Angka Partisipasi Sekolah ( A P S );19-24;2014;Tahun;24.82;""SUMATERA UTARA"""
"Angka Partisipasi Sekolah ( A P S );19-24;2014;Tahun;32.89;""SUMATERA BARAT"""
Angka Partisipasi Sekolah ( A P S );19-24;2014;Tahun;24.48;RIAU
Angka Partisipasi Sekolah ( A P S );19-24;2014;Tahun;22.11;JAMBI
"Angka Partisipasi Sekolah ( A P S );19-24;2014;Tahun;16.87;""SUMATERA SELATAN"""
Angka Partisipasi Sekolah ( A P S );19-24;2014;Tahun;28.14;BENGKULU
Angka Partisipasi Sekolah ( A P S );19-24;2014;Tahun;18.67;LAMPUNG
"Angka Partisipasi Sekolah ( A P S );19-24;2014;Tahun;12.22;""KEP. BANGKA BELITUNG"""
"Angka Partisipasi Sekolah ( A P S );19-24;2014;Tahun;17.4;""KEP. RIAU"""
"Angka Partisipasi Sekolah ( A P S );19-24;2014;Tahun;22.52;""DKI JAKARTA"""
"Angka Partisipasi Sekolah ( A P S );19-24;2014;Tahun;19.27;""JAWA BARAT"""
"Angka Partisipasi Sekolah ( A P S );19-24;2014;Tahun;20.48;""JAWA TENGAH"""
"Angka Partisipasi Sekolah ( A P S );19-24;2014;Tahun;49.08;""DI YOGYAKARTA"""
"Angka Partisipasi Sekolah ( A P S );19-24;2014;Tahun;21.84;""JAWA TIMUR"""
Angka Partisipasi Sekolah ( A P S );19-24;2014;Tahun;19.61;BANTEN
Angka Partisipasi Sekolah ( A P S );19-24;2014;Tahun;23.59;BALI
"Angka Partisipasi Sekolah ( A P S );19-24;2014;Tahun;26.73;""NUSA TENGGARA BARAT"""
"Angka Partisipasi Sekolah ( A P S );19-24;2014;Tahun;26.22;""NUSA TENGGARA TIMUR"""
"Angka Partisipasi Sekolah ( A P S );19-24;2014;Tahun;23.18;""KALIMANTAN BARAT"""
"Angka Partisipasi Sekolah ( A P S );19-24;2014;Tahun;22.31;""KALIMANTAN TENGAH"""
"Angka Partisipasi Sekolah ( A P S );19-24;2014;Tahun;20.36;""KALIMANTAN SELATAN"""
"Angka Partisipasi Sekolah ( A P S );19-24;2014;Tahun;27.34;""KALIMANTAN TIMUR"""
"Angka Partisipasi Sekolah ( A P S );19-24;2014;Tahun;-;""KALIMANTAN UTARA"""
"Angka Partisipasi Sekolah ( A P S );19-24;2014;Tahun;20.91;""SULAWESI UTARA"""
"Angka Partisipasi Sekolah ( A P S );19-24;2014;Tahun;25.05;""SULAWESI TENGAH"""
"Angka Partisipasi Sekolah ( A P S );19-24;2014;Tahun;30.23;""SULAWESI SELATAN"""
"Angka Partisipasi Sekolah ( A P S );19-24;2014;Tahun;28.78;""SULAWESI TENGGARA"""
Angka Partisipasi Sekolah ( A P S );19-24;2014;Tahun;27.94;GORONTALO
"Angka Partisipasi Sekolah ( A P S );19-24;2014;Tahun;21.53;""SULAWESI BARAT"""
Angka Partisipasi Sekolah ( A P S );19-24;2014;Tahun;36.44;MALUKU
"Angka Partisipasi Sekolah ( A P S );19-24;2014;Tahun;30.85;""MALUKU UTARA"""
"Angka Partisipasi Sekolah ( A P S );19-24;2014;Tahun;29.66;""PAPUA BARAT"""
Angka Partisipasi Sekolah ( A P S );19-24;2014;Tahun;22.48;PAPUA
Angka Partisipasi Sekolah ( A P S );19-24;2014;Tahun;22.82;INDONESIA
Angka Partisipasi Sekolah ( A P S );7-12;2015;Tahun;99.9;ACEH
"Angka Partisipasi Sekolah ( A P S );7-12;2015;Tahun;99.35;""SUMATERA UTARA"""
"Angka Partisipasi Sekolah ( A P S );7-12;2015;Tahun;99.44;""SUMATERA BARAT"""
Angka Partisipasi Sekolah ( A P S );7-12;2015;Tahun;98.79;RIAU
Angka Partisipasi Sekolah ( A P S );7-12;2015;Tahun;99.55;JAMBI
"Angka Partisipasi Sekolah ( A P S );7-12;2015;Tahun;99.53;""SUMATERA SELATAN"""
Angka Partisipasi Sekolah ( A P S );7-12;2015;Tahun;99.65;BENGKULU
Angka Partisipasi Sekolah ( A P S );7-12;2015;Tahun;99.62;LAMPUNG
